event_id,domain,title,date,time,location,speaker,event_mode,description
251,Data Science,Excel Data Science Event,2024-11-07,12:00,Belgaum,Grace Thompson,Conference,Analyze social media data using Excel
252,Blockchain,Ethereum Blockchain Event,2024-11-19,16:00,Rourkela,Alexander Young,Webinar,Build decentralized finance (DeFi) applications on Ethereum
254,MLOps,Kubeflow MLOps Event,2023-07-04,15:00,Dhanbad,Daniel Lewis,Workshop,Ensure data lineage and provenance with Kubeflow
255,Student,Master's Student Student Event,2023-06-14,09:00,Dhanbad,Olivia Brown,Webinar,Gain practical experience through part-time jobs and internships as a Master's Student
258,DevOps,Vault DevOps Event,2023-10-01,11:00,Karur,Andrew Taylor,Conference,Implement infrastructure as code (IaC) using Vault
259,Culinary Science,Nutrition Science Culinary Science Event,2023-04-13,13:00,Dhanbad,Olivia Harris,Webinar,Explore the science of fermentation and its applications in Nutrition Science
260,Machine Learning,Google AutoML Machine Learning Event,2024-04-25,09:00,Tiruchirappalli,Ella Garcia,Meetup,Explore deep learning concepts with Google AutoML
262,Healthcare,Occupational Therapy Healthcare Event,2024-07-02,09:00,Nellore,Madison Martin,Meetup,Dispense medications and provide pharmaceutical care as a Occupational Therapy
264,Education,Learning Technologist Education Event,2023-11-07,11:00,Dindigul,Madison Martin,Webinar,Provide counseling and support services to students as a Learning Technologist
265,Marketing Specialist,Influencer Marketing Specialist Marketing Specialist Event,2024-02-15,18:00,Guntur,Isabella Martinez,Meetup,Develop content plans and editorial calendars to drive engagement and conversion as a Influencer Marketing Specialist
266,Finance,Hedge Fund Management Finance Event,2024-10-28,09:00,Ranchi,Grace Garcia,Webinar,Perform business valuation using Hedge Fund Management methods
268,Student,High School Student Student Event,2024-05-07,15:00,Gwalior,Samuel Johnson,Meetup,Explore diverse subjects and extracurricular activities as a High School Student
269,Finance,Credit Analysis Finance Event,2023-06-02,16:00,Kolkata,Chloe Harris,Meetup,Explore derivatives trading strategies with Credit Analysis
272,Education,Educational Consultant Education Event,2024-01-01,13:00,Namakkal,Mia Garcia,Conference,Evaluate educational programs and interventions for effectiveness as a Educational Consultant
273,Frontend Development,Nuxt.js Frontend Development Event,2023-08-29,11:00,Ghaziabad,Sophia Johnson,Meetup,Integrate Nuxt.js with RESTful APIs
274,Blockchain,Ganache Blockchain Event,2025-02-26,09:00,Aligarh,Aiden Davis,Workshop,Understand the underlying technology of cryptocurrencies like Ganache
275,Culinary Science,Food Safety Culinary Science Event,2024-12-09,14:00,Nanded,Charlotte Hernandez,Webinar,Learn the science behind Food Safety in cooking
276,Finance,Equity Research Finance Event,2024-03-13,17:00,Firozabad,Amelia Thompson,Conference,Understand fixed income securities in Equity Research
277,Machine Learning,SciPy Machine Learning Event,2024-07-06,16:00,Hyderabad,Matthew Anderson,Workshop,Perform computer vision tasks with SciPy
282,Healthcare,Clinical Psychology Healthcare Event,2023-04-16,15:00,Nellore,Evelyn Young,Conference,Help patients recover from injuries or illnesses through Clinical Psychology techniques
285,Marketing Specialist,Brand Ambassador Marketing Specialist Event,2023-11-07,15:00,Rajkot,Jackson Brown,Workshop,Develop and execute brand strategies to enhance brand awareness and perception as a Brand Ambassador
286,Frontend Development,Foundation Frontend Development Event,2024-05-06,15:00,Moradabad,Charlotte Hernandez,Conference,Build dynamic user interfaces with Foundation
287,Healthcare,Medical Coding Healthcare Event,2023-04-13,18:00,Visakhapatnam,Olivia Martin,Webinar,Utilize telehealth technologies in Medical Coding
288,Finance,Private Equity Finance Event,2023-12-06,09:00,Nagercoil,Liam Garcia,Conference,Optimize capital structure using Private Equity techniques
289,Healthcare,Nutrition and Dietetics Healthcare Event,2023-09-28,10:00,Saharanpur,James Lewis,Workshop,Help patients recover from injuries or illnesses through Nutrition and Dietetics techniques
291,Photography,Leica Photography Event,2024-11-11,18:00,Mysore,Sophia Taylor,Meetup,Explore the history and evolution of Leica cameras
293,DevOps,VMware Cloud DevOps Event,2024-01-28,14:00,Ludhiana,Mia Anderson,Webinar,Automate infrastructure provisioning and configuration with VMware Cloud
295,Photography,Fujifilm Photography Event,2024-07-21,18:00,Chennai,Mason Anderson,Conference,Explore the history and evolution of Fujifilm cameras
299,Marketing Specialist,Content Strategist Marketing Specialist Event,2025-01-30,15:00,Hyderabad,David Thompson,Webinar,Analyze digital marketing campaigns and channels to optimize performance as a Content Strategist
300,Artificial Intelligence,Image Recognition Engineer Artificial Intelligence Event,2023-03-26,11:00,Ranchi,Grace Thompson,Webinar,Apply Image Recognition Engineer for text classification and sentiment analysis
303,Healthcare,Public Health Healthcare Event,2024-06-29,09:00,Jalandhar,Ella Young,Conference,Perform laboratory tests and analyze results using Public Health
305,Human Resource,HR Manager Human Resource Event,2024-10-26,15:00,Ludhiana,Jackson Harris,Conference,Resolve workplace conflicts and issues as a HR Manager
307,Cloud Computing,CenturyLink Cloud Computing Event,2024-04-15,14:00,Saharanpur,Alexander Lewis,Workshop,Automate infrastructure provisioning and management with CenturyLink Resource Manager
310,Finance,Investment Banking Finance Event,2024-09-01,11:00,Pimpri-Chinchwad,Liam Thompson,Meetup,Analyze financial statements and ratios using Investment Banking
311,Healthcare,Physiotherapy Healthcare Event,2023-08-17,09:00,Nashik,Sophia Brown,Conference,Assess and treat communication and swallowing disorders with Physiotherapy
313,Computer Science,Ruby Computer Science Event,2023-08-05,18:00,Madurai,Avery Hernandez,Meetup,Build real-world projects using Ruby
314,Culinary Science,Gastronomy Culinary Science Event,2024-06-18,18:00,Mysore,Emily Thompson,Webinar,Discover the cultural significance of Gastronomy
320,Accounting,Excel Accounting Event,2023-11-09,18:00,Vadodara,David Harris,Webinar,Utilize Excel for expense tracking
323,Frontend Development,Material-UI Frontend Development Event,2024-01-16,17:00,Thiruvananthapuram,Chloe White,Conference,Explore component-based architecture with Material-UI
324,Education,Student Advisor Education Event,2024-04-29,14:00,Kolkata,Grace Young,Workshop,Design and implement curriculum and instructional materials as a Student Advisor
325,Culinary Science,Pastry Arts Culinary Science Event,2024-08-06,10:00,Noida,James Jackson,Webinar,Study the cultural and historical aspects of Pastry Arts in culinary traditions
327,Frontend Development,Ember.js Frontend Development Event,2024-01-27,16:00,Jhansi,Madison Hernandez,Conference,Master state management in Ember.js
328,Data Analysis,Economic Analyst Data Analysis Event,2024-07-24,16:00,Faridabad,Ella Brown,Meetup,Perform regression and forecasting analysis to predict future outcomes as a Economic Analyst
329,Blockchain,Hyperledger Blockchain Event,2023-07-18,11:00,Lucknow,Madison Brown,Workshop,Explore blockchain scalability solutions with Hyperledger
330,Machine Learning,LightGBM Machine Learning Event,2024-11-04,10:00,Cuddalore,Liam Hernandez,Meetup,Apply LightGBM for time series forecasting
331,Data Science,PyTorch Data Science Event,2023-06-20,16:00,Chennai,Aiden Young,Conference,Employ PyTorch for geospatial analysis
332,Blockchain,Polkadot Blockchain Event,2024-09-23,18:00,Moradabad,Carter Thompson,Workshop,Explore blockchain scalability solutions with Polkadot
335,Accounting,Zoho Books Accounting Event,2024-02-21,16:00,Ulhasnagar,Isabella Young,Workshop,Utilize Zoho Books for expense tracking
337,Education,Education Researcher Education Event,2024-12-27,16:00,Chennai,Amelia Anderson,Meetup,Collaborate with colleagues and stakeholders to improve educational outcomes as a Education Researcher
339,MLOps,Seldon MLOps Event,2023-08-19,12:00,Sangli-Miraj & Kupwad,Anthony White,Conference,Implement model performance monitoring and drift detection with Seldon
340,Finance,Fixed Income Finance Event,2024-11-29,11:00,Jaipur,Aiden Young,Webinar,Create customized financial plans for clients with Fixed Income expertise
342,Data Science,Matplotlib Data Science Event,2023-12-30,16:00,Allahabad,Jackson Garcia,Workshop,Explore machine learning techniques with Matplotlib
343,Machine Learning,Keras Machine Learning Event,2023-10-02,16:00,Mysore,Jessica Martinez,Conference,Perform computer vision tasks with Keras
344,Finance,Risk Management Finance Event,2024-05-12,17:00,Jamnagar,Sophia Thomas,Workshop,Conduct due diligence processes in Risk Management
346,Data Science,TensorFlow Data Science Event,2024-10-20,13:00,Tiruppur,Olivia Lewis,Workshop,Utilize TensorFlow libraries for statistical modeling
349,Cloud Computing,IBM Cloud Cloud Computing Event,2024-01-25,16:00,Bikaner,Charlotte Lewis,Workshop,Explore edge computing solutions with IBM Cloud
354,Blockchain,Algorand Blockchain Event,2024-01-23,12:00,Nashik,Carter Thompson,Workshop,Develop non-fungible tokens (NFTs) on Algorand
356,Frontend Development,React Frontend Development Event,2023-08-30,13:00,Pune,Joseph Anderson,Conference,Create interactive web applications with React
359,Photography,Sigma Photography Event,2023-11-24,12:00,Kumbakonam,Chloe Martinez,Meetup,Build a portfolio showcasing Sigma photography skills
365,Finance,Financial Planning Finance Event,2023-07-04,18:00,Jodhpur,James Hernandez,Workshop,Analyze financial markets and execute trades as Financial Planning
366,Data Analysis,Investment Analyst Data Analysis Event,2023-06-27,14:00,Bhavnagar,Charlotte Taylor,Conference,Analyze and interpret data to uncover insights and trends as a Investment Analyst
367,Computer Science,Perl Computer Science Event,2023-08-21,17:00,Pune,Aiden Harris,Webinar,Learn advanced concepts and techniques in Perl
368,Engineering,Industrial Engineering Engineering Event,2024-11-22,10:00,Sangli-Miraj & Kupwad,Samuel Thompson,Conference,Address environmental challenges through engineering solutions as a Industrial Engineering
369,Engineering,Computer Engineering Engineering Event,2025-02-12,15:00,Gorakhpur,Emily Thompson,Meetup,"Plan, design, and oversee construction projects as a Computer Engineering"
370,Culinary Science,Culinary Anthropology Culinary Science Event,2024-12-03,14:00,Rajkot,Sophia Hernandez,Conference,Create avant-garde dishes using Culinary Anthropology techniques
371,MLOps,Jenkins MLOps Event,2023-04-12,10:00,Jabalpur,Michael Anderson,Webinar,Implement model performance monitoring and drift detection with Jenkins
372,Frontend Development,Angular Frontend Development Event,2023-07-11,09:00,Vasai-Virar,Jackson Thomas,Workshop,Master state management in Angular
373,Human Resource,Talent Management Specialist Human Resource Event,2025-02-13,13:00,Vadodara,Sophia Taylor,Conference,Resolve workplace conflicts and issues as a Talent Management Specialist
377,Data Science,R Data Science Event,2024-09-08,09:00,Vellore,Olivia Harris,Workshop,Perform predictive analytics using R
379,DevOps,Alibaba Cloud DevOps Event,2023-06-28,11:00,Mumbai,Carter Martin,Workshop,Implement infrastructure as code (IaC) using Alibaba Cloud
384,Artificial Intelligence,AI Researcher Artificial Intelligence Event,2024-05-01,13:00,Aligarh,Ella Thompson,Meetup,Utilize AI Researcher for data-driven decision-making
386,Computer Science,Dart Computer Science Event,2024-08-10,16:00,Karur,David Lee,Webinar,Implement machine learning algorithms with Dart
387,Software Engineer,Security Engineer Software Engineer Event,2023-11-06,09:00,Guntur,Evelyn Young,Workshop,Build responsive and scalable web applications as a Security Engineer
389,Data Analysis,Marketing Analyst Data Analysis Event,2023-08-22,15:00,Gulbarga,James Davis,Meetup,Assess and mitigate risks through data-driven decision-making as a Marketing Analyst
393,Finance,Financial Analysis Finance Event,2024-04-09,09:00,Karur,Emily Brown,Workshop,Analyze financial statements and ratios using Financial Analysis
394,Marketing,Branding Marketing Event,2024-05-13,14:00,Amravati,Chloe White,Workshop,Design and execute targeted email campaigns with Branding
397,MLOps,MLflow MLOps Event,2023-11-23,10:00,Vasai-Virar,Isabella Harris,Webinar,Monitor and manage machine learning infrastructure with MLflow
398,Marketing Specialist,Brand Manager Marketing Specialist Event,2024-11-10,16:00,Meerut,Ethan Thompson,Meetup,Develop and execute brand strategies to enhance brand awareness and perception as a Brand Manager
401,Culinary Science,Menu Planning Culinary Science Event,2024-03-01,10:00,Jamshedpur,Evelyn Young,Conference,Discover the cultural significance of Menu Planning
402,Cloud Computing,Google Cloud Cloud Computing Event,2023-03-20,17:00,Gulbarga,Abigail Martinez,Webinar,Optimize cost and performance in Google Cloud cloud environments
407,Machine Learning,Amazon SageMaker Machine Learning Event,2025-02-12,18:00,Chandigarh,Olivia Harris,Workshop,Implement clustering algorithms with Amazon SageMaker
408,Data Analysis,Market Research Analyst Data Analysis Event,2024-11-30,18:00,Nashik,Amelia Martin,Conference,Optimize operational processes and workflows through data analysis as a Market Research Analyst
409,DevOps,Azure DevOps Event,2023-11-14,18:00,Gurgaon,Ethan Martin,Meetup,Ensure continuous integration and delivery (CI/CD) with Azure
410,Healthcare,Nursing Healthcare Event,2024-02-26,18:00,Rajkot,Avery Thompson,Meetup,Provide counseling and education on health and wellness using Nursing
417,Engineering,Robotics Engineering Engineering Event,2024-02-07,18:00,Saharanpur,Sophia White,Webinar,Design medical devices and technologies as a Robotics Engineering
418,Data Analysis,Product Analyst Data Analysis Event,2024-08-25,17:00,Tirunelveli,Amelia Anderson,Webinar,Assess and mitigate risks through data-driven decision-making as a Product Analyst
423,Blockchain,Chainlink Blockchain Event,2023-04-13,10:00,Pune,Olivia Harris,Meetup,Understand the underlying technology of cryptocurrencies like Chainlink
425,Data Analysis,Market Analyst Data Analysis Event,2024-02-17,17:00,Nagpur,Olivia Harris,Workshop,Analyze supply chain data to improve efficiency and reduce costs as a Market Analyst
428,Marketing Specialist,Copywriter Marketing Specialist Event,2024-12-16,12:00,Hyderabad,Emily Brown,Meetup,Manage media relations and communications as a Copywriter
429,Student,Graduate Student Student Event,2024-11-02,15:00,Karur,Ella Garcia,Workshop,Pursue academic excellence as a Graduate Student
431,Software Engineer,Quality Assurance Engineer Software Engineer Event,2023-08-13,17:00,Jaipur,Charlotte Taylor,Conference,Build server-side applications and APIs using Quality Assurance Engineer technologies as a Quality Assurance Engineer
432,Human Resource,Compensation Analyst Human Resource Event,2023-11-17,11:00,Vasai-Virar,Amelia Thompson,Webinar,Analyze compensation data and trends as a Compensation Analyst
433,Culinary Science,Molecular Gastronomy Culinary Science Event,2024-05-24,12:00,Raipur,James Thompson,Webinar,Explore the science of fermentation and its applications in Molecular Gastronomy
438,MLOps,Docker MLOps Event,2023-09-23,10:00,Jabalpur,Alexander Lewis,Meetup,Utilize Docker for model serving and inference
441,Cloud Computing,Rackspace Cloud Computing Event,2024-10-11,14:00,Vellore,Samuel White,Meetup,Automate infrastructure provisioning and management with Rackspace Resource Manager
443,MLOps,Arago MLOps Event,2024-07-13,15:00,Ajmer,Jackson Harris,Webinar,Implement reproducible machine learning pipelines with Arago
445,Cloud Computing,Azure Cloud Computing Event,2024-02-06,15:00,Kumbakonam,Olivia Harris,Meetup,Leverage Azure for big data analytics and machine learning
449,MLOps,Kubernetes MLOps Event,2024-07-12,15:00,Guwahati,Anthony Thompson,Meetup,Containerize machine learning applications with Kubernetes
451,Machine Learning,Python Machine Learning Event,2023-10-13,18:00,Nagercoil,Samuel Martinez,Webinar,Implement clustering algorithms with Python
455,Student,Transfer Student Student Event,2024-02-21,14:00,Bhubaneswar,Avery Hernandez,Webinar,Pursue academic excellence as a Transfer Student
460,Accounting,Kashoo Accounting Event,2024-10-08,09:00,Ahmedabad,Emma Thompson,Meetup,Perform tax preparation using Kashoo
461,Marketing,Digital Marketing Marketing Event,2023-11-09,15:00,Cuddalore,Mason Hernandez,Conference,Utilize mobile platforms for advertising and promotion with Digital Marketing
463,Machine Learning,MATLAB Machine Learning Event,2024-10-23,14:00,Jabalpur,Matthew Garcia,Webinar,Explore ensemble learning methods with MATLAB
471,Engineering,Materials Engineering Engineering Event,2024-08-04,12:00,Chennai,James Garcia,Conference,"Plan, design, and oversee construction projects as a Materials Engineering"
473,Blockchain,EOS Blockchain Event,2024-08-20,10:00,Salem,Sophia Hernandez,Webinar,Implement blockchain-based identity management with EOS
474,Cloud Computing,Heroku Cloud Computing Event,2024-10-19,13:00,Nellore,Joseph Hernandez,Conference,Explore edge computing solutions with Heroku
477,Blockchain,Ontology Blockchain Event,2024-04-28,16:00,Noida,Charlotte Harris,Meetup,Build decentralized finance (DeFi) applications on Ontology
478,Marketing Specialist,Creative Director Marketing Specialist Event,2024-05-02,16:00,Amritsar,Carter White,Conference,Create press releases and media pitches to secure coverage and exposure as a Creative Director
486,Software Engineer,Embedded Systems Engineer Software Engineer Event,2023-11-15,16:00,Loni,Amelia Anderson,Webinar,Build server-side applications and APIs using Embedded Systems Engineer technologies as a Embedded Systems Engineer
491,Culinary Science,Fermentation Culinary Science Event,2023-05-11,12:00,Chandigarh,Jackson Thomas,Conference,Explore the science of fermentation and its applications in Fermentation
494,Photography,RED Digital Cinema Photography Event,2024-03-22,11:00,Akola,Matthew Garcia,Workshop,Master the use of RED Digital Cinema camera settings
496,Culinary Science,Baking Culinary Science Event,2023-11-02,17:00,Sangli-Miraj & Kupwad,Samuel Young,Meetup,Master the techniques of pastry making and decoration in Baking
504,Data Science,SAS Data Science Event,2024-04-05,11:00,Rourkela,Jackson Brown,Webinar,Use SAS for time series analysis
507,Education,Instructional Designer Education Event,2025-03-07,15:00,Navi Mumbai,Michael Thompson,Webinar,Conduct research and contribute to academic scholarship as a Instructional Designer
512,Culinary Science,Garden-to-Table Cooking Culinary Science Event,2024-02-03,09:00,Kochi,Joseph Hernandez,Webinar,Explore the science of fermentation and its applications in Garden-to-Table Cooking
524,Software Engineer,Backend Developer Software Engineer Event,2023-03-16,13:00,Bareilly,Sophia Lewis,Webinar,Design and develop mobile applications for iOS and Android platforms as a Backend Developer
526,Culinary Science,Cuisine Techniques Culinary Science Event,2024-01-24,10:00,Moradabad,Ella White,Workshop,Hands-on experience with Cuisine Techniques principles
530,Marketing Specialist,Social Media Manager Marketing Specialist Event,2024-07-24,11:00,Nellore,Ella Hernandez,Conference,Optimize website traffic and visibility through search engine optimization techniques as a Social Media Manager
533,Artificial Intelligence,Deep Learning Specialist Artificial Intelligence Event,2023-03-17,15:00,Delhi,Andrew Taylor,Workshop,Apply Deep Learning Specialist for text classification and sentiment analysis
534,Data Science,D3.js Data Science Event,2023-11-18,12:00,Madurai,Samuel Johnson,Meetup,Use D3.js for time series analysis
542,Machine Learning,Tensorflow Machine Learning Event,2024-10-29,17:00,Bangalore,Olivia Brown,Conference,Implement machine learning algorithms with Tensorflow
544,Artificial Intelligence,Reinforcement Learning Specialist Artificial Intelligence Event,2023-12-04,10:00,Bhavnagar,James Young,Conference,Develop and deploy machine learning models as a Reinforcement Learning Specialist
551,Artificial Intelligence,AI Software Developer Artificial Intelligence Event,2024-05-20,10:00,Dehradun,Isabella Martinez,Workshop,Utilize AI Software Developer for data-driven decision-making
552,Marketing,Search Engine Marketing Marketing Event,2024-02-17,17:00,Mumbai,Abigail Thompson,Meetup,Create compelling video content for Search Engine Marketing campaigns
555,Healthcare,Health Information Management Healthcare Event,2024-01-13,10:00,Cuttack,Charlotte Brown,Workshop,Oversee operations and ensure quality care delivery in healthcare facilities as a Health Information Management
559,Culinary Science,Kitchen Management Culinary Science Event,2024-10-03,15:00,Jamshedpur,James Young,Workshop,Experiment with sous vide cooking methods and temperature control in Kitchen Management
560,Data Science,Python Data Science Event,2024-05-08,14:00,Sangli-Miraj & Kupwad,Ella Thompson,Meetup,Utilize Python libraries for statistical modeling
566,Computer Science,Kotlin Computer Science Event,2023-10-11,17:00,Saharanpur,Evelyn Thomas,Conference,Build real-world projects using Kotlin
568,Culinary Science,Experimental Cooking Culinary Science Event,2024-06-03,10:00,Karur,Carter Garcia,Webinar,Learn the science behind Experimental Cooking in cooking
570,Student,Doctoral Candidate Student Event,2023-12-04,11:00,Hubli-Dharwad,Isabella Harris,Webinar,Participate in student organizations and clubs as a Doctoral Candidate
571,Software Engineer,Database Administrator Software Engineer Event,2023-06-22,09:00,Tiruchirappalli,Grace Garcia,Meetup,Create interactive and immersive gaming experiences as a Database Administrator
572,Healthcare,Healthcare Management Healthcare Event,2024-02-15,09:00,Nellore,Ethan Brown,Meetup,Utilize telehealth technologies in Healthcare Management
577,Data Science,Keras Data Science Event,2023-08-30,10:00,Bareilly,Evelyn Thomas,Conference,Analyze social media data using Keras
583,Machine Learning,R Machine Learning Event,2023-05-08,13:00,Solapur,Ella Hernandez,Meetup,Explore deep learning concepts with R
591,MLOps,TFX MLOps Event,2024-09-16,15:00,Bareilly,Aiden Young,Workshop,Containerize machine learning applications with TFX
594,Accounting,Wave Accounting Event,2023-04-23,09:00,Madurai,Michael Martinez,Webinar,Integrate Wave with banking transactions
596,Blockchain,Corda Blockchain Event,2024-08-01,18:00,Pimpri-Chinchwad,Joshua Hernandez,Webinar,Explore blockchain interoperability solutions with Corda
597,Engineering,Telecommunications Engineering Engineering Event,2024-02-14,17:00,Namakkal,Sophia Thomas,Conference,Develop processes and systems for chemical manufacturing as a Telecommunications Engineering
599,Student,Freshman Student Event,2025-01-07,15:00,Ahmedabad,Aiden Hernandez,Meetup,Select courses and majors aligned with career goals as a Freshman
600,Artificial Intelligence,AI Trainer Artificial Intelligence Event,2024-08-09,15:00,Patna,Olivia Brown,Webinar,Design and implement autonomous systems with AI Trainer
602,Data Science,Power BI Data Science Event,2023-10-10,09:00,Nashik,David Thompson,Webinar,Perform predictive analytics using Power BI
603,Engineering,Software Engineering Engineering Event,2024-05-02,13:00,Gorakhpur,Ethan Taylor,Webinar,Perform structural analysis and design in Software Engineering
611,Software Engineer,Test Automation Engineer Software Engineer Event,2024-08-06,15:00,Rajkot,Grace Anderson,Meetup,Build server-side applications and APIs using Test Automation Engineer technologies as a Test Automation Engineer
612,Machine Learning,MLflow Machine Learning Event,2024-11-19,09:00,Cuttack,Mason Hernandez,Workshop,Implement clustering algorithms with MLflow
614,Culinary Science,Sous Vide Cooking Culinary Science Event,2023-05-06,11:00,Noida,Sophia Garcia,Meetup,Understand the chemical reactions that occur during cooking and food preparation in Sous Vide Cooking
619,Blockchain,IOTA Blockchain Event,2024-04-08,15:00,Jammu,Aiden Garcia,Conference,Explore blockchain interoperability solutions with IOTA
620,Blockchain,VeChain Blockchain Event,2023-05-12,09:00,Navi Mumbai,Ethan Taylor,Conference,Conduct tokenomics and ICOs (Initial Coin Offerings) on VeChain
623,MLOps,MLeap MLOps Event,2025-02-19,18:00,Thane,Ethan Taylor,Conference,Orchestrate machine learning workflows at scale using MLeap
625,Education,Curriculum Developer Education Event,2024-10-25,17:00,Agra,Andrew Harris,Webinar,Evaluate educational programs and interventions for effectiveness as a Curriculum Developer
630,Software Engineer,UI/UX Designer Software Engineer Event,2023-11-04,18:00,Bangalore,Charlotte Brown,Webinar,Build server-side applications and APIs using UI/UX Designer technologies as a UI/UX Designer
634,Frontend Development,D3.js Frontend Development Event,2024-05-25,10:00,Ghaziabad,Alexander Lewis,Conference,Explore component-based architecture with D3.js
638,Photography,Red Photography Event,2024-01-25,10:00,Saharanpur,Daniel Wilson,Meetup,Explore different photography techniques with Red
639,Blockchain,Cosmos Blockchain Event,2025-02-28,16:00,Vadodara,Mason Hernandez,Workshop,Explore smart contract development with Cosmos
640,Computer Science,Rust Computer Science Event,2025-01-22,13:00,Bhavnagar,Daniel Wilson,Meetup,Implement machine learning algorithms with Rust
643,Blockchain,NEO Blockchain Event,2024-01-15,16:00,Amravati,Olivia Lewis,Webinar,Implement blockchain governance frameworks with NEO
647,Marketing,Social Media Marketing Marketing Event,2024-07-24,13:00,Bangalore,Ethan Taylor,Conference,Collaborate with influencers to reach target audiences through Social Media Marketing
654,Software Engineer,Software Architect Software Engineer Event,2025-02-01,09:00,Patna,Joseph Young,Webinar,Design and develop mobile applications for iOS and Android platforms as a Software Architect
656,Data Analysis,Customer Insights Analyst Data Analysis Event,2024-11-29,18:00,Kolkata,James Young,Meetup,Utilize data visualization techniques to present findings and trends as a Customer Insights Analyst
660,Marketing Specialist,PPC Specialist Marketing Specialist Event,2023-10-06,12:00,Dehradun,Joshua Young,Webinar,Conduct A/B testing and experimentation to improve marketing effectiveness as a PPC Specialist
661,Student,Online Student Student Event,2025-02-20,09:00,Coimbatore,Michael Johnson,Workshop,Seek mentorship and guidance from professors and advisors as a Online Student
666,DevOps,Puppet DevOps Event,2024-10-22,14:00,Cuddalore,Jackson White,Webinar,Integrate with other DevOps tools and platforms using Puppet
680,Artificial Intelligence,Machine Learning Engineer Artificial Intelligence Event,2023-10-30,17:00,Navi Mumbai,Chloe Lewis,Webinar,Design and implement autonomous systems with Machine Learning Engineer
687,Frontend Development,Vue.js Frontend Development Event,2023-12-26,10:00,Warangal,Avery Johnson,Meetup,Build dynamic user interfaces with Vue.js
696,Culinary Science,Hospitality Management Culinary Science Event,2024-06-11,14:00,Mysore,Jackson Harris,Workshop,Experiment with different baking techniques and ingredients in Hospitality Management
703,Education,Professor Education Event,2024-10-07,14:00,Patna,Ethan Brown,Conference,Facilitate professional development workshops and training sessions as a Professor
706,Healthcare,Dental Hygiene Healthcare Event,2024-08-22,12:00,Erode,Alexander Thompson,Webinar,Provide counseling and education on health and wellness using Dental Hygiene
716,Education,School Counselor Education Event,2023-10-15,15:00,Agra,Sophia Lewis,Meetup,Develop and implement individualized education plans for students with special needs as a School Counselor
717,Accounting,MYOB Accounting Event,2024-12-09,15:00,Chennai,Jackson Harris,Conference,Perform financial analysis using MYOB
719,Data Science,Hadoop Data Science Event,2023-10-11,16:00,Kumbakonam,Ella Harris,Webinar,Apply Hadoop for sentiment analysis
720,Computer Science,Julia Computer Science Event,2023-07-31,18:00,Chennai,Evelyn Thomas,Meetup,Learn database management and querying with Julia
721,Marketing,Content Marketing Marketing Event,2023-07-05,17:00,Navi Mumbai,Jackson Hernandez,Meetup,Collaborate with influencers to reach target audiences through Content Marketing
725,Software Engineer,DevOps Engineer Software Engineer Event,2023-07-15,11:00,Tiruchirappalli,Liam Hernandez,Meetup,Integrate third-party APIs and services into applications as a DevOps Engineer
727,Machine Learning,Java Machine Learning Event,2023-08-11,17:00,Vellore,Avery Thompson,Workshop,Apply Java for natural language processing
733,Accounting,Wave Accounting Accounting Event,2024-05-05,17:00,Hubli-Dharwad,Avery Brown,Workshop,Manage payroll processes with Wave Accounting
736,Marketing Specialist,Email Marketing Specialist Marketing Specialist Event,2023-12-02,13:00,Rourkela,Samuel Martin,Conference,Conduct A/B testing and experimentation to improve marketing effectiveness as a Email Marketing Specialist
738,Frontend Development,Tailwind CSS Frontend Development Event,2023-09-02,17:00,Bikaner,Sophia Garcia,Conference,Build dynamic user interfaces with Tailwind CSS
744,MLOps,KubeDirector MLOps Event,2024-08-29,09:00,Madurai,Sophia Brown,Meetup,Manage and monitor machine learning experiments with KubeDirector
746,Healthcare,Medical Assisting Healthcare Event,2024-02-13,14:00,Erode,Liam Brown,Meetup,Provide counseling and education on health and wellness using Medical Assisting
757,Marketing Specialist,Content Creator Marketing Specialist Event,2023-12-18,11:00,Bhavnagar,Emily Brown,Webinar,Manage social media platforms and engage with audiences to build brand presence as a Content Creator
760,Education,Education Specialist Education Event,2024-05-18,11:00,Pimpri-Chinchwad,Madison Brown,Meetup,Develop and implement individualized education plans for students with special needs as a Education Specialist
776,Cloud Computing,Oracle Cloud Cloud Computing Event,2023-07-02,14:00,Karur,Abigail Taylor,Meetup,Leverage Oracle Cloud for big data analytics and machine learning
782,Artificial Intelligence,AI Product Manager Artificial Intelligence Event,2023-06-23,14:00,Rourkela,Chloe White,Workshop,Develop computer vision algorithms using AI Product Manager
797,Student,Junior Student Event,2024-10-23,13:00,Vasai-Virar,Abigail Taylor,Webinar,Gain practical experience through part-time jobs and internships as a Junior
812,Photography,Olympus Photography Event,2024-07-19,13:00,Howrah,Andrew Martinez,Conference,Explore the history and evolution of Olympus cameras
813,Education,Teacher Education Event,2024-03-30,09:00,Coimbatore,Emily Brown,Meetup,Create engaging learning experiences with Teacher
815,Frontend Development,Ant Design Frontend Development Event,2024-03-29,17:00,Aurangabad,Alexander Brown,Webinar,Master state management in Ant Design
820,Data Science,Pandas Data Science Event,2024-04-01,12:00,Vasai-Virar,Olivia White,Webinar,Apply Pandas for data analysis and visualization
827,Artificial Intelligence,Data Engineer Artificial Intelligence Event,2023-10-30,12:00,Aligarh,Carter Garcia,Conference,Analyze large datasets using Data Engineer techniques
